#  trailing_flap_deflection                       alpha                         Rey                        Mach                          CL                          CD                          Cm 
            -0.349065850399             -0.279252680319       18217799.143898919225              0.575139977851             -5.252210000000              1.836632180729              1.096304300325 
            -0.349065850399             -0.279252680319       19519070.511320278049              0.616221404840             -4.896243000000              1.872114791180              1.230693514342 
            -0.349065850399             -0.279252680319       20820341.878741625696              0.657302831830             -4.341632000000              1.660090021337              1.086216376543 
            -0.349065850399             -0.279252680319       22121613.246162977070              0.698384258819             -3.879827000000              1.463104578719              0.946055940296 
            -0.349065850399             -0.279252680319       23422884.613584328443              0.739465685808             -3.466697000000              1.340662005431              0.871952303881 
            -0.349065850399             -0.279252680319       24724155.981005676091              0.780547112798             -3.152568000000              1.228654008221              0.804864151283 
            -0.349065850399             -0.279252680319       26025427.348427034914              0.821628539787             -2.914840000000              1.143391746855              0.754756246390 
            -0.349065850399             -0.279252680319       27326698.715848382562              0.862709966776             -2.736142000000              1.079868682243              0.716320349202 
            -0.349065850399             -0.279252680319       13745621.070127882063              0.575139977851             -5.251548000000              1.842326013817              1.096326442360 
            -0.349065850399             -0.279252680319       14727451.146565588191              0.616221404840             -4.894390000000              1.870821058466              1.230586785144 
            -0.349065850399             -0.279252680319       15709281.223003298044              0.657302831830             -4.341175000000              1.659429134519              1.086214578233 
            -0.349065850399             -0.279252680319       16691111.299441000447              0.698384258819             -3.879383000000              1.462605436148              0.946057530194 
            -0.349065850399             -0.279252680319       17672941.375878710300              0.739465685808             -3.466348000000              1.340246725389              0.871945714437 
            -0.349065850399             -0.279252680319       18654771.452316410840              0.780547112798             -3.152210000000              1.228236546043              0.804857237859 
            -0.349065850399             -0.279252680319       19636601.528754118830              0.821628539787             -2.914143000000              1.142952468415              0.754747339724 
            -0.349065850399             -0.279252680319       20618431.605191826820              0.862709966776             -2.736128000000              1.079846787473              0.716302624077 
            -0.349065850399             -0.279252680319        8662177.717104882002              0.575139977851             -5.252514000000              1.835929690789              1.096364690853 
            -0.349065850399             -0.279252680319        9280904.696898087859              0.616221404840             -4.894365000000              1.869772648198              1.230145799614 
            -0.349065850399             -0.279252680319        9899631.676691297442              0.657302831830             -4.339983000000              1.658098956676              1.086209217973 
            -0.349065850399             -0.279252680319       10518358.656484501436              0.698384258819             -3.878209000000              1.461547699998              0.946058881869 
            -0.349065850399             -0.279252680319       11137085.636277705431              0.739465685808             -3.465173000000              1.339167213935              0.871932328643 
            -0.349065850399             -0.279252680319       11755812.616070913151              0.780547112798             -3.151179000000              1.227308625315              0.804843497688 
            -0.349065850399             -0.279252680319       12374539.595864117146              0.821628539787             -2.913726000000              1.142332893277              0.754730212920 
            -0.349065850399             -0.279252680319       12993266.575657323003              0.862709966776             -2.736109000000              1.079824746227              0.716275964725 
            -0.349065850399             -0.279252680319        5683591.148228479549              0.575139977851             -5.250329000000              1.834358940749              1.096400900946 
            -0.349065850399             -0.279252680319        6089561.944530515932              0.616221404840             -4.893466000000              1.868376793134              1.230409524795 
            -0.349065850399             -0.279252680319        6495532.740832550451              0.657302831830             -4.339257000000              1.656989508315              1.086200776298 
            -0.349065850399             -0.279252680319        6901503.537134584971              0.698384258819             -3.877386000000              1.460670241043              0.946059076740 
            -0.349065850399             -0.279252680319        7307474.333436618559              0.739465685808             -3.464610000000              1.338495770892              0.871916772413 
            -0.349065850399             -0.279252680319        7713445.129738652147              0.780547112798             -3.150606000000              1.226671961149              0.804827778284 
            -0.349065850399             -0.279252680319        8119415.926040686667              0.821628539787             -2.912973000000              1.141646990999              0.754711304032 
            -0.349065850399             -0.279252680319        8525386.722342722118              0.862709966776             -2.739392000000              1.084686606340              0.716275294748 
            -0.349065850399             -0.279252680319        3042876.476311241742              0.575139977851             -5.249151000000              1.832926668631              1.096459205901 
            -0.349065850399             -0.279252680319        3260224.796047760174              0.616221404840             -4.892090000000              1.865862698738              1.222377086138 
            -0.349065850399             -0.279252680319        3477573.115784277674              0.657302831830             -4.337720000000              1.655067533443              1.086179741299 
            -0.349065850399             -0.279252680319        3694921.435520794243              0.698384258819             -3.875848000000              1.459263080887              0.946056012458 
