#  trailing_flap_deflection                       alpha                         Rey                        Mach                          CL                          CD                          Cm 
            -0.349065850399             -0.279252680319       15570986.392895990983              0.534104085716             -5.654634000000              1.843964845093              1.022494429035 
            -0.349065850399             -0.279252680319       16768754.576964907348              0.575189015386             -5.194517000000              1.907078439836              1.180487172051 
            -0.349065850399             -0.279252680319       17966522.761033833027              0.616273945057             -4.901359000000              1.870948524974              1.236592531644 
            -0.349065850399             -0.279252680319       19164290.945102754980              0.657358874727             -4.348403000000              1.662322685711              1.088994129346 
            -0.349065850399             -0.279252680319       20362059.129171676934              0.698443804398             -3.883316000000              1.461526669547              0.948106360552 
            -0.349065850399             -0.279252680319       21559827.313240598887              0.739528734068             -3.473994000000              1.340887088012              0.875421199445 
            -0.349065850399             -0.279252680319       22757595.497309524566              0.780613663739             -3.160222000000              1.229107324162              0.808199617618 
            -0.349065850399             -0.279252680319       23955363.681378442794              0.821698593409             -2.922700000000              1.144007914514              0.757959253679 
            -0.349065850399             -0.279252680319       25153131.865447368473              0.862783523080             -2.740593000000              1.078006284767              0.720044949957 
            -0.349065850399             -0.279252680319       11748558.481420328841              0.534104085716             -5.548436000000              1.929502383613              1.143800100176 
            -0.349065850399             -0.279252680319       12652293.749221891165              0.575189015386             -5.258678000000              1.833571559062              1.100199281248 
            -0.349065850399             -0.279252680319       13556029.017023457214              0.616273945057             -4.901166000000              1.870301700743              1.236591783487 
            -0.349065850399             -0.279252680319       14459764.284825021401              0.657358874727             -4.347952000000              1.661834036820              1.088993141799 
            -0.349065850399             -0.279252680319       15363499.552626585588              0.698443804398             -3.883330000000              1.461264554735              0.948108458970 
            -0.349065850399             -0.279252680319       16267234.820428146049              0.739528734068             -3.475326000000              1.341369467946              0.875414545274 
            -0.349065850399             -0.279252680319       17170970.088229708374              0.780613663739             -3.160537000000              1.229090191657              0.808192247748 
            -0.349065850399             -0.279252680319       18074705.356031276286              0.821698593409             -2.922351000000              1.143652146568              0.757950198191 
            -0.349065850399             -0.279252680319       18978440.623832840472              0.862783523080             -2.740665000000              1.077956167921              0.720035144226 
            -0.349065850399             -0.279252680319        7403674.302285706624              0.534104085716             -5.654406000000              1.843728831157              1.019834035924 
            -0.349065850399             -0.279252680319        7973187.710153835826              0.575189015386             -5.190170000000              1.909662883200              1.167925338657 
            -0.349065850399             -0.279252680319        8542701.118021968752              0.616273945057             -4.900334000000              1.868859433001              1.236587395119 
            -0.349065850399             -0.279252680319        9112214.525890098885              0.657358874727             -4.347210000000              1.661034006403              1.088990598247 
            -0.349065850399             -0.279252680319        9681727.933758230880              0.698443804398             -3.882456000000              1.460336906644              0.948111210791 
            -0.349065850399             -0.279252680319       10251241.341626361012              0.739528734068             -3.472700000000              1.339416658373              0.875402727557 
            -0.349065850399             -0.279252680319       10820754.749494493008              0.780613663739             -3.159016000000              1.227893430009              0.808177718893 
            -0.349065850399             -0.279252680319       11390268.157362625003              0.821698593409             -2.921590000000              1.142947843829              0.757932828242 
            -0.349065850399             -0.279252680319       11959781.565230755135              0.862783523080             -2.739388000000              1.077008397280              0.720016939586 
            -0.349065850399             -0.279252680319        4857838.190706357360              0.534104085716             -5.653999000000              1.843440972151              1.023601170525 
            -0.349065850399             -0.279252680319        5231518.051529922523              0.575189015386             -5.258497000000              1.835448322991              1.100299325854 
            -0.349065850399             -0.279252680319        5605197.912353489548              0.616273945057             -4.899464000000              1.867494794639              1.236579132653 
            -0.349065850399             -0.279252680319        5978877.773177055642              0.657358874727             -4.346579000000              1.660286982451              1.088987352997 
            -0.349065850399             -0.279252680319        6352557.634000621736              0.698443804398             -3.881584000000              1.459492916175              0.948112434681 
            -0.349065850399             -0.279252680319        6726237.494824187830              0.739528734068             -3.471930000000              1.338571778969              0.875386943240 
            -0.349065850399             -0.279252680319        7099917.355647753924              0.780613663739             -3.158288000000              1.227175213704              0.808161235468 
            -0.349065850399             -0.279252680319        7473597.216471319087              0.821698593409             -2.920967000000              1.142343531108              0.757913702104 
            -0.349065850399             -0.279252680319        7847277.077294884250              0.862783523080             -2.743888000000              1.082663266918              0.719996970959 
            -0.349065850399             -0.279252680319        2600785.519351454917              0.534104085716             -5.630709000000              1.866890044314              1.034890779887 
            -0.349065850399             -0.279252680319        2800845.943916950841              0.575189015386             -5.258626000000              1.839209131699              1.101713026858 
